"state","county","FIPS","dem_cand_votes_08","dem_percent_08","dem_cand_votes_12","dem_percent_12","dem_cand_votes_16","dem_percent_16"
"Idaho","Gooding",16047,1489,27.6201075867186,1287,25.1465416178195,930,17.9156231939896
"Idaho","Lemhi",16059,1061,25.8465286236297,960,23.3576642335766,733,17.8955078125
"Illinois","DeKalb",17037,25784,57.5304565130082,21207,51.6085856127713,20466,46.9403669724771
"Illinois","Franklin",17055,8880,47.6369293492838,7254,40.4934687953556,4727,25.263214152103
"Illinois","Grundy",17063,11063,49.8985160795634,9451,44.4878553944643,8065,34.7075784309506
"Illinois","Kankakee",17091,24750,51.5453182272576,21595,47.4521523215188,18971,40.1035831307473
"Illinois","McHenry",17111,72288,51.9056782606198,59797,44.6766384746421,60803,42.894532627866
"Illinois","Marshall",17123,3081,48.6499289436286,2455,41.965811965812,1789,29.8963903743315
"Illinois","Menard",17129,2706,41.8626237623762,2100,34.1407901154284,1817,27.8894858019954
"Illinois","Moultrie",17139,2668,42.6198083067093,2144,35.3970612514446,1481,23.5715422568837
"Illinois","Ogle",17141,11253,45.2837022132797,9514,40.7155390080027,8050,33.2740875459844
"Illinois","Randolph",17157,7395,48.6449151427444,5759,40.0152862701501,3439,24.2285472734958
"Illinois","Rock Island",17161,42210,61.7096241283022,39157,60.2267134243878,32298,50.4703565959309
"Illinois","Wayne",17191,2547,31.5574278280263,1514,19.7135416666667,1048,12.6861154823871
"Illinois","Whiteside",17195,15607,58.0056492975544,14833,57.819443361659,11035,43.1357986083965
"Illinois","Woodford",17203,6999,35.923625724991,5572,29.5220938857688,5092,25.6343133306484
"Indiana","Clark",18019,21953,45.9989523310634,20807,44.1331183981674,18808,36.7724402213229
"Indiana","Hamilton",18057,49704,38.5111262629393,43796,31.9998830947736,57263,37.1220568405767
"Indiana","Huntington",18069,5843,35.7851543361097,4596,29.1531874405328,3506,21.853767998504
"Indiana","LaGrange",18087,3663,38.5944579074913,2898,31.1077715757836,2080,21.7436755174577
"Indiana","Newton",18111,2625,43.424317617866,2212,39.1227449593208,1404,24.2277825711821
"Indiana","Ohio",18115,1158,39.6847155586018,994,35.2607307555871,686,23.4851078397809
"Indiana","Putnam",18133,6334,43.2473030178888,4507,32.5909320992118,3356,22.8066598708801
"Indiana","Randolph",18135,4839,44.7723908216136,3769,36.9908725095691,2446,23.3887932683113
"Indiana","Shelby",18145,6987,39.7575964493001,5359,31.9749403341289,4247,23.6023118817384
"Indiana","Starke",18149,4778,50.4753855905346,3809,43.5115375828193,2489,26.9781053544331
"Indiana","Vermillion",18165,4003,56.103714085494,2979,45.2666767968394,2081,29.9899120910794
"Iowa","Adair",19001,1924,47.4710091290402,1790,44.7947947947948,1133,29.7297297297297
"Iowa","Appanoose",19007,2970,48.089378238342,2951,47.2538030424339,1814,29.5632333767927
"Iowa","Benton",19011,7058,51.473162193699,6862,48.9338943164801,4678,33.790811904074
"Iowa","Butler",19023,3364,46.9439017583031,3329,44.1219350563287,2157,28.7102355916412
"Iowa","Chickasaw",19037,3923,59.59289077928,3554,54.8118445404072,2266,35.2136752136752
"Iowa","Clinton",19045,15018,60.7548849063473,15141,60.564,10095,43.76381844193
"Iowa","Crawford",19047,3715,51.6617994715617,3066,45.4087677725119,1991,28.7094448449892
"Iowa","Guthrie",19077,2625,44.8948178553104,2569,43.6311141304348,1732,30.1217391304348
"Iowa","Harrison",19085,3555,46.9121140142518,3136,42.82982791587,2131,28.5465505693235
"Iowa","Howard",19089,2941,62.2038917089679,2768,59.5909580193757,1677,36.7843825400307
"Iowa","Iowa",19095,4202,49.169201965832,4144,46.7403564177758,3084,34.6361185983828
"Iowa","Jackson",19097,6102,61.2958312405826,5907,57.6742823667253,3837,37.2162948593598
"Iowa","Lee",19111,9821,57.0192754296331,10714,56.6548569615568,6215,38.4805894371866
"Iowa","Muscatine",19139,10920,57.1159579475914,11323,56.999748301032,8368,43.0585571678502
"Iowa","Page",19145,2900,39.4235997824905,2613,36.9119932193813,1807,25.6530380465645
"Iowa","Pocahontas",19151,1800,44.8765893792072,1523,37.7728174603175,963,24.9159120310479
"Iowa","Story",19169,26548,57.0005367686527,26192,55.5503711558855,25709,50.7411135453056
"Kansas","Anderson",20003,1175,32.4048538334253,944,28.4766214177979,672,20.0597014925373
"Kansas","Atchison",20005,3241,45.0702266722292,2567,38.4626910398562,1989,30.2509505703422
"Kansas","Brown",20013,1317,30.0959780621572,1076,26.9471575256699,863,21.382556987116
"Kansas","Clay",20027,1009,24.8889985199803,834,22.6261530113945,677,17.7225130890052
"Kansas","Decatur",20039,343,22.1576227390181,266,17.3629242819843,178,12.2589531680441
"Kansas","Edwards",20047,333,24.5394252026529,298,21.5162454873646,212,16.0727824109174
"Kansas","Ellis",20051,4010,32.216598377119,3057,26.0969779750726,2742,22.9513685444045
"Kansas","Ford",20057,2991,33.7432310469314,2600,31.0930399425975,2149,27.844001036538
"Kansas","Franklin",20059,4433,37.7630121816168,3694,33.6123748862602,2892,26.374829001368
"Kansas","Hamilton",20075,233,21.2591240875912,163,18.5860889395667,121,13.8127853881279
"Kansas","Lincoln",20105,347,21.8789407313997,289,19.4875252865813,215,14.6857923497268
"Kansas","Miami",20121,5742,37.3414840345971,4712,31.7178244480345,3991,26.5677007056317
"Kansas","Neosho",20133,2563,35.6368186874305,2050,31.6358024691358,1501,23.7725688945201
"Kansas","Phillips",20147,525,19.6850393700787,382,14.8927875243665,300,11.2612612612613
"Kansas","Rawlins",20153,273,17.6242737249839,190,13.1578947368421,163,11.0733695652174
"Kansas","Reno",20155,9916,37.4019312009656,8085,33.105396773401,6837,28.2403965303594
"Kansas","Stanton",20187,188,22.73276904474,143,18.8405797101449,115,18.0533751962323
"Kansas","Wyandotte",20209,39865,69.7318476796865,34302,67.606133469983,30146,61.7986511141633
"Kentucky","Anderson",21005,3462,32.8089461713419,3315,32.1220930232558,2634,23.0607599369638
"Kentucky","Barren",21009,5434,32.3317665258523,5400,32.5929502655722,4275,23.1231068801385
"Kentucky","Bell",21013,2782,28.985205251094,2224,23.4549673064754,1720,17.6991150442478
"Kentucky","Boyle",21021,4769,37.7443609022556,4471,36.1351329507799,4281,33.0681291518616
"Kentucky","Bracken",21023,1241,36.510738452486,1147,35.4888613861386,705,19.9886589169266
"Kentucky","Caldwell",21033,2212,35.6831747055977,1852,31.6040955631399,1260,21.0878661087866
